"vpcode" "vp" "session" "block" "trial3" "side" "ecc" "tarDur" "sigma" "soa" "tFix" "tOn" "tOff" "tSac" "sacRT_fd" "tedfTOn" "tedfSac" "tedfTOf" "tedfFix" "cxm" "cym" "tarx" "tary" "gap" "PeakLum" "tedfFixOff" "sacNumber" "sacRT" "largebef" "sacType" "sacOnset" "sacOffset" "sacDur" "sacVPeak" "sacDist" "sacAngle1" "sacAmp" "sacAngle2" "sacxOnset" "sacyOnset" "sacxOffset" "sacyOffset" "sacNumberAfterOnset" "sacNumberAfterPrimary" "errorChange" "sameDir" "largerAmp" "blink" "id" "id_n" "tarX" "sacXresp" "gain" "sigmaf" "tarX_s" "sacXresp_s" "sacErr" "unique_trial" "primary_error" "primary_xerror" "primary_RT" "primary_xresp" "primary_xresp_s" "s2_dir" "primary_xerr_sacdir" "undershoot" "undershoot_label" "sacXresp_sacdir"
overshoot" -0.293099999999999
"18328" "20ml01" 30 1 4 19 1 10 0.5 0.300000598707988 0.69 9897.89 9898.59 9899.1 9898.81 0.22 700 921 1217 9733565 969 599 367.5 149.75 0 175 NA 2 202 1 2 448 464 17 107.9385 1.0224 -3.1084 1.0387 -3.0666 10.7418 0.1971 10.1413 0.1908 2 2 -0.4157 0 0 0 "ml" 20 10 0.6005 0.809517390132112 "0.3" 10 -0.6005 0.237424366904494 "20ml01_4_1_19" 0.620826175350235 0.531700000000001 210 10.5835610725144 9.643 "opposite to primary" 0.531700000000001 0 "after
overshoot" -0.6005
"18330" "20ml01" 30 1 4 20 -1 10 0.5 1.51875053634257 0.52 9900.56 9901.09 9901.61 9901.35 0.27 534 800 1051 9736233 967 608 116.5 152 0 6.83 NA 2 159 1 2 435 481 47 401.2729 6.0325 3.0432 6.1908 3.0434 -7.0591 0.0018 -11.972 0.4185 2 2 -0.6142 1 1 0 "ml" 20 10 4.9129 1.67054303104492 "1.5" -10 -4.9129 2.01591821510695 "20ml01_4_1_20" 4.76475455086618 4.7647 254 4.7367083853436 -4.288 "same as primary" -4.7647 1 "after
undershoot" 4.9129
"18334" "20ml01" 30 1 4 23 1 8 0.5 1.51875053634257 0.77 9907.49 9908.28 9908.8 9908.51 0.24 784 1020 1301 9743172 955 580 339 145 0 6.83 NA 2 104 1 2 366 386 21 87.8812 1.3429 0.1627 1.3429 0.1627 6.5083 0.9084 7.4175 1.0584 2 2 -0.6661 1 0 0 "ml" 20 8 0.9092 0.609505932828317 "1.5" 8 0.9092 1.20810463536897 "20ml01_4_1_23" 2.41488280668027 -2.2356 218 5.82030907229562 5.9696 "same as primary" -2.2356 1 "after
undershoot" 0.9092
"18341" "20ml01" 30 1 4 27 -1 10 0.5 0.300000598707988 0.78 9917.17 9917.97 9918.49 9918.11 0.14 800 942 1318 9752847 953 582 113 145.5 0 175 NA 2 314 1 2 491 516 26 143.5524 0.6403 -3.0354 1.1826 -3.0045 -10.0957 0.0809 -10.6706 0.0543 2 2 0.3316 1 0 0 "ml" 20 10 0.5749 6.00731452455585 "0.3" -10 -0.5749 0.672794805271266 "20ml01_4_1_27" 0.462872703883044 0.4475 130 9.48721768325522 -8.2794 "same as primary" -0.4475 1 "after
undershoot" 0.5749
"18343" "20ml01" 30 1 4 28 -1 10 0.5 0.90937556752528 0.7 9919.65 9920.36 9920.87 9920.57 0.22 701 917 1218 9755332 966 599 116.25 149.75 0 19.05 NA 2 13 1 2 254 263 10 49.5899 0.3703 2.9463 0.3772 2.8684 -10.0397 -0.2869 -10.1593 -0.2549 2 2 0.0462 1 0 0 "ml" 20 10 0.1196 3.0125944584383 "0.9" -10 -0.1196 0.300583599020306 "20ml01_4_1_28" 0.416323924366593 0.3169 204 9.64842796600768 -8.6969 "same as primary" -0.3169 1 "after
undershoot" 0.1196
"18345" "20ml01" 30 1 4 29 -1 9 0.5 0.300000598707988 0.8 9922.04 9922.86 9923.37 9923.03 0.17 818 986 1335 9757717 970 601 129.75 150.25 0 175 NA 2 139 1 2 343 361 19 106.28 1.2696 0.022 1.2718 0.0628 -10.6744 -0.1653 -9.8552 -0.1446 2 2 -0.8175 0 0 0 "ml" 20 9 0.8192 0.489249880554229 "0.3" -9 0.8192 0.867338572876821 "20ml01_4_1_29" 0.922659162421313 -0.918799999999999 153 9.99603714722781 -9.2209 "opposite to primary" 0.918799999999999 0 "after
overshoot" -0.8192
"18346" "20ml01" 30 1 4 29 -1 9 0.5 0.300000598707988 0.8 9922.04 9922.86 9923.37 9923.03 0.17 818 986 1335 9757717 970 601 129.75 150.25 0 175 NA 3 154 1 2 515 527 13 95.4702 0.6734 0.1427 0.6734 0.1427 -10.0278 -0.1259 -9.7104 -0.0855 3 3 -0.3195 1 0 0 "ml" 20 9 0.317399999999999 0.308814944541739 "0.3" -9 0.317399999999999 0.715526666169752 "20ml01_4_1_29" 0.922659162421313 -0.918799999999999 153 9.99603714722781 -9.2209 "same as primary" 0.918799999999999 0 "after
overshoot" -0.317399999999999
"18349" "20ml01" 30 1 4 31 1 9 0.5 0.90937556752528 0.59 9926.94 9927.54 9928.06 9927.76 0.22 601 819 1118 9762621 953 603 351 150.75 0 19.05 NA 2 256 1 2 502 519 18 287.7811 2.7788 -3.0625 2.7859 -3.0577 10.7101 0.7459 9.0208 0.6065 2 2 -1.3316 0 0 0 "ml" 20 9 1.6893 0.987836968598328 "0.9" 9 -1.6893 0.606856564601554 "20ml01_4_1_31" 2.48752902495629 2.2408 206 11.3071959730008 10.9818 "opposite to primary" 2.2408 0 "after
overshoot" -1.6893
"18355" "20ml01" 30 1 4 34 1 8 0.5 1.51875053634257 0.54 9934 9934.55 9935.07 9934.85 0.3 551 855 1067 9769677 968 589 342.25 147.25 0 6.83 NA 2 116 1 2 445 463 19 261.4951 3.028 0.0158 3.0403 0.0558 5.3761 0.3899 7.3178 0.4524 2 2 -1.9154 1 0 0 "ml" 20 8 1.9417 0.740005335569191 "1.5" 8 1.9417 0.818573515330175 "20ml01_4_1_34" 3.29721992745404 -3.2623 286 4.72611864470565 4.7094 "same as primary" -3.2623 1 "after
undershoot" 1.9417
"18357" "20ml01" 30 1 4 35 1 9 0.5 0.300000598707988 0.68 9936.15 9936.84 9937.35 9937.07 0.23 684 916 1201 9771829 968 591 354.75 147.75 0 175 NA 2 61 1 2 321 341 21 108.456 1.2461 0.0657 1.2479 0.0849 6.9311 0.1803 7.8244 0.2339 2 2 -0.8922 1 0 0 "ml" 20 9 0.8933 0.431775339552419 "0.3" 9 0.8933 1.19864280334051 "20ml01_4_1_35" 2.97850475406705 -2.9671 206 5.99469928873683 5.9185 "same as primary" -2.9671 1 "after
undershoot" 0.8933
"18373" "20ml01" 30 1 4 49 -1 9 0.5 0.300000598707988 0.79 9986.13 9986.93 9987.44 9987.11 0.18 801 980 1318 9821802 956 603 126.25 150.75 0 175 NA 2 133 1 2 356 369 14 140.1354 1.2688 -0.1659 1.2701 -0.1721 -9.1368 -0.3293 -8.5574 -0.4174 2 2 0.3586 0 0 0 "ml" 20 9 0.5794 4.23538011695909 "0.3" -9 0.5794 0.608372846205352 "20ml01_4_1_49" 0.338155600278926 -0.288500000000001 164 9.29393785022924 -9.122 "opposite to primary" 0.288500000000001 0 "after
overshoot" -0.5794
"18394" "20ml01" 30 1 5 19 -1 9 0.5 1.51875053634257 0.66 10134.32 10134.98 10135.5 10135.27 0.29 668 957 1185 9969987 955 598 126 149.5 0 6.83 NA 3 149 1 2 453 505 53 500.2509 8.4146 3.072 8.8002 3.058 -6.2659 1.0223 -13.5842 1.5031 2 2 1.7159 1 1 0 "ml" 20 9 7.3183 2.67667605427746 "1.5" -9 -7.3183 4.82433407321674 "20ml01_5_1_19" 4.00975057827791 3.9001 276 4.54432709639747 -3.9777 "same as primary" -3.9001 1 "after
undershoot" 7.3183
"18404" "20ml01" 30 1 5 27 1 8 0.5 0.300000598707988 0.75 10152.63 10153.4 10153.92 10153.59 0.19 767 959 1284 9988302 958 602 339.75 150.5 0 175 NA 2 136 1 2 357 370 14 160.7601 1.3096 -3.1187 1.3102 3.1035 8.2054 0.5579 7.5781 0.5487 2 2 0.0584 0 0 0 "ml" 20 8 0.627299999999999 3.05404089581306 "0.3" 8 -0.627299999999999 0.692149767030229 "20ml01_5_1_27" 1.01408516407647 0.660600000000001 180 8.69475593884339 8.2673 "opposite to primary" 0.660600000000001 0 "after
overshoot" -0.627299999999999
"18410" "20ml01" 30 1 5 31 -1 8 0.5 0.90937556752528 0.77 10162.26 10163.04 10163.56 10163.28 0.24 783 1025 1301 9997927 971 597 142.5 149.25 0 19.05 NA 3 94 1 2 365 396 32 264.8617 2.8151 0.0461 3.2273 0.0935 -10.7892 0.5048 -8.3615 0.6152 2 2 -2.2368 0 0 0 "ml" 20 8 2.4277 0.870392944213395 "0.9" -8 2.4277 0.713549781024421 "20ml01_5_1_31" 2.84344983602665 -2.7936 231 11.2980830246595 -9.5699 "opposite to primary" 2.7936 0 "after
overshoot" -2.4277
"18414" "20ml01" 30 1 5 34 -1 10 0.5 0.300000598707988 0.74 10169.51 10170.26 10170.78 10170.44 0.18 751 931 1268 10005182 960 600 114.75 150 0 175 NA 2 178 1 2 397 405 9 90.8234 0.5738 0.196 0.5767 0.2198 -11.5058 0.7109 -11.2519 0.8031 2 2 -0.1779 0 0 0 "ml" 20 10 0.253900000000002 0.168614689865853 "0.3" -10 0.253900000000002 1.48735443657522 "20ml01_5_1_34" 1.72073060064613 -1.3892 164 11.4705041758847 -10.8363 "opposite to primary" 1.3892 0 "after
overshoot" -0.253900000000002
"18417" "20ml01" 30 1 5 36 -1 10 0.5 0.300000598707988 0.52 10174.48 10175.02 10175.53 10175.2 0.19 534 722 1051 10010153 982 611 120.25 152.75 0 175 NA 2 183 1 2 405 415 11 73.0918 0.6365 0.0753 0.6368 0.0816 -11.3813 0.2229 -11.151 0.2283 2 2 -0.2215 0 0 0 "ml" 20 10 0.2303 0.166726996307826 "0.3" -10 0.2303 1.17342315044489 "20ml01_5_1_36" 1.27839469648462 -1.2378 179 11.4261518786077 -9.9171 "opposite to primary" 1.2378 0 "after
overshoot" -0.2303
"18419" "20ml01" 30 1 5 37 -1 8 0.5 0.300000598707988 0.8 10176.62 10177.42 10177.94 10177.58 0.16 801 964 1317 10012288 965 591 141 147.75 0 175 NA 2 378 1 2 568 579 12 99.0687 0.8044 0.072 0.8075 0.1139 -9.1792 0.5991 -8.8449 0.6303 2 2 -0.2992 0 0 0 "ml" 20 8 0.334299999999999 0.283497286295793 "0.3" -8 0.334299999999999 1.05410345792052 "20ml01_5_1_37" 1.18933103886176 -1.0236 152 9.23080622858174 -7.6768 "opposite to primary" 1.0236 0 "after
overshoot" -0.334299999999999
"18434" "20ml01" 30 1 6 3 1 10 0.5 0.300000598707988 0.59 10220.62 10221.22 10221.74 10221.43 0.21 600 809 1117 10056290 947 590 362 147.5 0 175 NA 2 187 1 2 427 435 9 86.4616 0.6348 -3.1227 0.6355 -3.0913 9.8767 0.8109 9.6404 0.8033 2 2 -0.0147 0 0 0 "ml" 20 10 0.2363 1.91646390916463 "0.3" 10 -0.2363 0.880115361756628 "20ml01_6_1_3" 0.950357601116548 0.1106 197 10.111122274691 10.0636 "opposite to primary" 0.1106 0 "after
overshoot" -0.2363
"18448" "20ml01" 30 1 6 16 -1 10 0.5 0.300000598707988 0.55 10250.75 10251.3 10251.81 10251.51 0.21 550 761 1068 10086414 965 599 116 149.75 0 175 NA 2 180 1 2 424 436 13 100.7876 1.0644 -0.0356 1.0681 -0.0898 -12.0345 0.8263 -11.486 0.833 2 2 -0.4995 0 0 0 "ml" 20 10 0.548499999999999 0.26959941017449 "0.3" -10 0.548499999999999 1.70355070367747 "20ml01_6_1_16" 2.12533894708585 -1.925 201 12.2488580474071 -10.4849 "opposite to primary" 1.925 0 "after
overshoot" -0.548499999999999
"18450" "20ml01" 30 1 6 17 -1 9 0.5 0.300000598707988 0.5 10252.98 10253.5 10254.02 10253.72 0.22 517 734 1034 10088649 955 609 126 152.25 0 175 NA 2 124 1 2 374 394 21 137.7629 1.7115 0.077 1.7121 0.0817 -11.5372 0.2854 -10.3916 0.4017 2 2 -1.0648 0 0 0 "ml" 20 9 1.1456 0.451521362131483 "0.3" -9 1.1456 1.44841756755433 "20ml01_6_1_17" 2.65238894583732 -2.6174 205 12.0629185140881 -10.3083 "opposite to primary" 2.6174 0 "after
overshoot" -1.1456
"18453" "20ml01" 30 1 6 19 -1 8 0.5 1.51875053634257 0.54 10257.55 10258.1 10258.62 10258.39 0.29 551 839 1068 10093219 988 607 146.75 151.75 0 6.83 NA 2 141 1 2 449 462 14 133.8998 1.2725 2.9427 1.2733 2.9396 -6.1921 0.6814 -6.9325 0.8622 2 2 -0.3724 1 0 0 "ml" 20 8 0.7404 0.409535925659605 "1.5" -8 -0.7404 1.37220446362778 "20ml01_6_1_19" 2.46178027654785 2.3658 278 5.35753378755724 -4.7966 "same as primary" -2.3658 1 "after
undershoot" 0.7404
"18461" "20ml01" 30 1 6 26 -1 10 0.5 0.300000598707988 0.5 10273.97 10274.48 10275 10274.71 0.23 518 748 1035 10109632 952 615 112.75 153.75 0 175 NA 2 119 1 2 404 433 30 203.6159 1.4269 0.1051 2.154 0.131 -12.685 -0.0711 -11.4926 0.0603 2 2 -1.155 0 0 0 "ml" 20 10 1.1924 0.444096834264432 "0.3" -10 1.1924 1.49381754240603 "20ml01_6_1_26" 3.09423587497786 -3.0942 221 13.9739539184711 -10.8804 "opposite to primary" 3.0942 0 "after
overshoot" -1.1924
"18468" "20ml01" 30 1 6 32 1 8 0.5 0.300000598707988 0.62 10288.01 10288.64 10289.16 10288.84 0.19 634 826 1151 10123677 957 610 339.5 152.5 0 175 NA 2 198 1 2 410 423 14 152.3114 1.5026 2.9424 1.5042 2.9372 8.2243 0.5217 7.5415 0.6528 2 2 0.1682 0 0 0 "ml" 20 8 0.682799999999999 3.04413731609452 "0.3" 8 -0.682799999999999 0.797728080237872 "20ml01_6_1_32" 1.01997084272052 0.669600000000001 180 8.69866444073456 8.3368 "opposite to primary" 0.669600000000001 0 "after
overshoot" -0.682799999999999
"18476" "20ml01" 30 1 6 39 -1 10 0.5 0.300000598707988 0.63 10304.39 10305.02 10305.54 10305.25 0.23 634 862 1151 10140057 962 604 115.25 151 0 175 NA 2 250 1 2 522 548 27 126.4351 0.6189 -2.9271 1.1648 -2.9798 -9.4568 -0.3138 -9.9821 -0.379 2 2 -0.2539 1 0 0 "ml" 20 10 0.525300000000001 0.967047128129604 "0.3" -10 -0.525300000000001 0.379422469023646 "20ml01_6_1_39" 1.08981177273876 1.0093 217 8.89597462262087 -8.1327 "same as primary" -1.0093 1 "after
undershoot" 0.525300000000001
"18479" "20ml01" 30 1 6 41 -1 8 0.5 0.300000598707988 0.78 10308.99 10309.78 10310.3 10309.99 0.21 784 990 1301 10144661 969 601 142 150.25 0 175 NA 2 289 1 2 533 542 10 107.138 0.7772 3.0954 0.7818 3.0239 -7.301 -0.1323 -7.5732 -0.1474 2 2 -0.2536 1 0 0 "ml" 20 8 0.2722 0.389413447782546 "0.3" -8 -0.2722 0.451536266539024 "20ml01_6_1_41" 1.11552355869341 1.1065 193 6.8342047385126 -6.4866 "same as primary" -1.1065 1 "after
undershoot" 0.2722
"18483" "20ml01" 30 1 6 44 1 9 0.5 0.300000598707988 0.8 10316.05 10316.85 10317.37 10317.04 0.19 801 990 1318 10151716 970 605 355.25 151.25 0 175 NA 2 214 1 2 435 445 11 92.8039 0.6119 -2.8539 0.6119 -2.8539 9.7327 0.0353 9.4586 -0.0175 2 2 -0.2781 0 0 0 "ml" 20 9 0.274099999999999 0.374095810017741 "0.3" 9 -0.274099999999999 0.458933775178947 "20ml01_6_1_44" 1.04202604573974 1.0142 178 10.198802222193 8.6283 "opposite to primary" 1.0142 0 "after
overshoot" -0.274099999999999
"18499" "20ml02" 31 2 1 11 1 10 0.5 0.300000598707988 0.8 661.83 662.65 663.17 662.84 0.19 817 1004 1334 628884 961 610 365.5 152.5 0 175 NA 2 213 1 2 423 432 10 69.6494 0.5597 2.9442 0.5601 2.9407 10.3531 0.3001 10.1186 0.3262 2 2 -0.0661 0 0 0 "ml" 20 10 0.234499999999999 0.664117813650521 "0.3" 10 -0.234499999999999 0.347091342444608 "20ml02_1_2_11" 0.42374485247611 0.1869 174 10.1934201947655 9.8498 "opposite to primary" 0.1869 0 "after
overshoot" -0.234499999999999
"18510" "20ml02" 31 2 1 20 -1 10 0.5 0.300000598707988 0.71 683.15 683.87 684.38 684.05 0.18 717 899 1234 650201 944 601 110.75 150.25 0 175 NA 2 232 1 2 448 457 10 78.9709 0.537 0.026 0.5374 0.0446 -10.9341 0.4579 -10.6989 0.4761 2 2 -0.1542 0 0 0 "ml" 20 10 0.235200000000001 0.251793169896157 "0.3" -10 0.235200000000001 0.845655024226783 "20ml02_1_2_20" 1.07418620359787 -0.952400000000001 172 11.127968259608 -9.3959 "opposite to primary" 0.952400000000001 0 "after
overshoot" -0.235200000000001
"18516" "20ml02" 31 2 1 25 1 11 0.5 0.300000598707988 0.68 695.23 695.93 696.44 696.13 0.2 701 903 1218 662277 940 604 372.75 151 0 175 NA 2 273 1 2 509 517 9 83.8401 0.5939 2.8273 0.5939 2.8273 10.4186 0.2036 10.221 0.2576 2 2 0.1704 0 0 0 "ml" 20 11 0.1976 0.339869281045751 "0.3" 11 -0.1976 0.820486904222121 "20ml02_1_2_25" 0.300466304267218 -0.198 191 10.8003318634776 10.7101 "opposite to primary" -0.198 1 "after
undershoot" -0.1976
"18535" "20ml02" 31 2 1 43 1 11 0.5 0.300000598707988 0.53 738.95 739.5 740.01 739.71 0.22 551 766 1068 705995 940 598 372.75 149.5 0 175 NA 2 256 1 2 509 518 10 100.124 0.6403 -3.0698 0.6434 -3.0203 10.898 0.2658 10.6346 0.2356 2 2 -0.1767 0 0 0 "ml" 20 11 0.263399999999999 2.58235294117645 "0.3" 11 -0.263399999999999 0.434769502150277 "20ml02_1_2_43" 0.353969843348272 0.2676 204 11.2769638975922 10.8957 "opposite to primary" 0.2676 0 "after
overshoot" -0.263399999999999
"18556" "20ml02" 31 2 2 15 1 11 0.5 0.300000598707988 0.66 790.59 791.27 791.79 791.47 0.19 684 877 1201 757637 971 615 380.5 153.75 0 175 NA 2 155 1 2 384 394 11 84.9876 0.7031 -3.0049 0.7039 -2.9965 11.5252 -0.0051 11.2181 -0.0654 2 2 -0.1927 0 0 0 "ml" 20 11 0.3071 0.584729626808835 "0.3" 11 -0.3071 0.227694466335921 "20ml02_2_2_15" 1.03611656680124 1.0315 182 12.134718083085 11.0309 "opposite to primary" 1.0315 0 "after
overshoot" -0.3071
"18561" "20ml02" 31 2 2 19 -1 12 0.5 0.90937556752528 0.76 800.16 800.93 801.45 801.13 0.2 767 969 1285 767211 974 584 93.25 146 0 19.05 NA 2 16 1 2 243 252 10 65.1863 0.4631 3.1287 0.4647 3.0556 -10.6611 0.679 -10.7827 0.6839 2 2 -0.1125 1 0 0 "ml" 20 12 0.121600000000001 0.0908208230637096 "0.9" -12 -0.121600000000001 1.39625875109164 "20ml02_2_2_19" 1.95327910192067 1.7969 193 9.99630163081355 -8.9646 "same as primary" -1.7969 1 "after
undershoot" 0.121600000000001
"18576" "20ml02" 31 2 2 33 1 11 0.5 0.300000598707988 0.68 881.55 882.25 882.77 882.47 0.22 701 925 1218 848593 965 589 379 147.25 0 175 NA 2 167 1 2 430 441 12 101.7654 0.7425 -3.0663 0.7477 -3.0023 11.4066 0.7286 11.0583 0.6952 2 2 -0.1188 0 0 0 "ml" 20 11 0.3483 0.856615838662078 "0.3" 11 -0.3483 0.697640258299362 "20ml02_2_2_33" 1.17634223761625 0.7509 213 11.791435908246 11.1875 "opposite to primary" 0.7509 0 "after
overshoot" -0.3483
"18602" "20ml02" 31 2 3 9 -1 12 0.5 0.300000598707988 0.59 952.36 952.96 953.47 953.15 0.2 600 797 1118 919400 954 597 88.25 149.25 0 175 NA 2 147 1 2 395 402 8 101.955 0.6835 -0.3957 0.6835 -0.3957 -12.768 0.4927 -12.5838 0.4127 2 2 -0.1968 0 0 0 "ml" 20 12 0.184200000000001 0.239843750000001 "0.3" -12 0.184200000000001 0.71494316557332 "20ml02_3_2_9" 1.09190842106836 -0.8508 188 12.9822589955744 -11.2448 "opposite to primary" 0.8508 0 "after
overshoot" -0.184200000000001
"18608" "20ml02" 31 2 3 14 -1 12 0.5 0.300000598707988 0.76 964.17 964.93 965.45 965.11 0.18 768 946 1285 931209 989 608 97 152 0 175 NA 2 158 1 2 375 384 10 90.9111 0.6381 -0.5533 0.6429 -0.5596 -12.0411 0.1303 -11.8274 -0.0154 2 2 -0.2532 0 0 0 "ml" 20 12 0.213699999999999 5.1995133819951 "0.3" -12 0.213699999999999 0.173285660110696 "20ml02_3_2_14" 0.291450030022301 0.0893999999999995 168 11.9044599601026 -11.1394 "opposite to primary" -0.0893999999999995 1 "after
undershoot" -0.213699999999999
"18610" "20ml02" 31 2 3 15 1 11 0.5 0.300000598707988 0.58 966.65 967.24 967.75 967.43 0.19 584 773 1101 933695 961 617 378 154.25 0 175 NA 2 147 1 2 363 374 12 166.9925 1.3546 3.0944 1.3552 3.0871 11.5369 -0.0589 10.9343 -0.0495 2 2 -0.2896 0 0 0 "ml" 20 11 0.602599999999999 1.12236915626746 "0.3" 11 -0.602599999999999 0.0822601969363067 "20ml02_3_2_15" 0.970365549677028 0.9701 178 12.0073632836469 11.5632 "opposite to primary" 0.9701 0 "after
overshoot" -0.602599999999999
"18620" "20ml02" 31 2 3 24 1 10 0.5 0.300000598707988 0.55 987.74 988.29 988.8 988.51 0.22 551 771 1068 954778 952 614 363.25 153.5 0 175 NA 2 263 1 2 517 526 10 133.2006 0.8944 -3.0701 0.8957 -3.0523 10.0541 0.2435 9.6861 0.1919 2 2 -0.0698 0 0 0 "ml" 20 10 0.368 6.80221811460259 "0.3" 10 -0.368 0.3679114295588 "20ml02_3_2_24" 0.553180061101266 0.4427 209 10.4530847013551 10.2135 "opposite to primary" 0.4427 0 "after
overshoot" -0.368
"18632" "20ml02" 31 2 3 34 1 11 0.5 0.300000598707988 0.69 1011.02 1011.72 1012.24 1011.93 0.2 700 902 1217 978064 937 585 372 146.25 0 175 NA 2 154 1 2 380 390 11 135.7822 0.9089 -3.0999 0.9111 -3.0605 10.787 0.9983 10.4165 0.985 2 2 -0.0458 0 0 0 "ml" 20 11 0.370500000000002 1.73943661971832 "0.3" 11 -0.370500000000002 1.14485686878317 "20ml02_3_2_34" 1.00234008699642 -0.4489 191 10.5550078402394 10.6477 "opposite to primary" -0.4489 1 "after
undershoot" -0.370500000000002
"18639" "20ml02" 31 2 3 40 -1 12 0.5 1.51875053634257 0.62 1025.4 1026.03 1026.55 1026.26 0.22 634 857 1151 992442 953 614 88 153.5 0 6.83 NA 2 17 1 2 269 278 10 62.6274 0.4614 3.1027 0.4689 2.9576 -12.4726 0.0767 -12.6194 0.1142 2 2 0.1335 1 0 0 "ml" 20 12 0.146800000000001 0.310622090562845 "1.5" -12 -0.146800000000001 0.629839662136326 "20ml02_3_2_40" 0.0980200489695859 0.0212000000000003 214 11.9752591756949 -10.2614 "same as primary" -0.0212000000000003 1 "after
undershoot" 0.146800000000001
"18642" "20ml02" 31 2 3 42 -1 10 0.5 1.51875053634257 0.66 1030.04 1030.71 1031.22 1030.95 0.25 667 912 1184 997079 958 606 114.25 151.5 0 6.83 NA 2 14 1 2 286 295 10 70.9385 0.5314 2.8246 0.5314 2.8246 -11.0749 0.0192 -11.1943 0.0551 2 2 0.1234 1 0 0 "ml" 20 10 0.119400000000001 0.111080100474463 "1.5" -10 -0.119400000000001 1.19557036597601 "20ml02_3_2_42" 0.900135350933402 -0.896599999999999 235 11.0375273383709 -9.5383 "same as primary" 0.896599999999999 0 "after
overshoot" 0.119400000000001
"18644" "20ml02" 31 2 3 43 -1 11 0.5 0.300000598707988 0.53 1032.44 1032.99 1033.51 1033.19 0.2 550 751 1067 999481 972 598 105.25 149.5 0 175 NA 2 246 1 2 494 504 11 110.9835 0.6566 -0.003 0.6614 -0.121 -10.9435 0.1932 -10.701 0.2134 2 2 -0.0588 0 0 0 "ml" 20 11 0.2425 4.2920353982301 "0.3" -11 0.2425 0.367342564917271 "20ml02_3_2_43" 0.159459744136255 -0.0854999999999997 189 11.0931686248093 -10.1801 "opposite to primary" 0.0854999999999997 0 "after
overshoot" -0.2425
"18648" "20ml02" 31 2 3 46 -1 10 0.5 0.300000598707988 0.66 1039.28 1039.95 1040.46 1040.13 0.18 667 847 1184 1006320 975 621 118.5 155.25 0 175 NA 2 145 1 2 374 394 21 119.5297 0.3694 0.1083 0.8962 0.1498 -10.088 -0.4115 -9.7143 -0.3814 2 2 -0.348 0 0 0 "ml" 20 10 0.373699999999999 4.24659090909094 "0.3" -10 0.373699999999999 0.476540082259615 "20ml02_3_2_46" 0.436908056689277 -0.267300000000001 171 10.2989698793159 -9.208 "opposite to primary" 0.267300000000001 0 "after
overshoot" -0.373699999999999
"18670" "20ml02" 31 2 4 18 -1 10 0.5 0.300000598707988 0.52 1090.3 1090.84 1091.36 1091.07 0.23 534 762 1051 1057344 966 606 116.25 151.5 0 175 NA 2 209 1 2 473 483 11 97.9703 0.6659 -0.1262 0.6693 -0.1617 -10.8131 0.4266 -10.5142 0.3857 2 2 -0.2704 0 0 0 "ml" 20 10 0.2989 0.367605460582954 "0.3" -10 0.2989 0.642780001244594 "20ml02_4_2_18" 0.88963138433848 -0.8216 218 10.9425044739136 -9.5388 "opposite to primary" 0.8216 0 "after
overshoot" -0.2989
"18672" "20ml02" 31 2 4 19 1 12 0.5 0.300000598707988 0.69 1092.64 1093.34 1093.86 1093.55 0.21 701 906 1218 1059679 969 599 392.5 149.75 0 175 NA 2 168 1 2 412 421 10 173.6791 1.163 3.0918 1.169 3.0287 12.4491 0.2409 12.0013 0.2206 2 2 -0.0877 0 0 0 "ml" 20 12 0.447799999999999 0.997105321754619 "0.3" 12 -0.447799999999999 0.22060383042912 "20ml02_4_2_19" 1.2713108353192 1.1282 193 13.1698364282073 12.7011 "opposite to primary" 1.1282 0 "after
overshoot" -0.447799999999999
"18675" "20ml02" 31 2 4 21 -1 11 0.5 1.51875053634257 0.61 1097.26 1097.88 1098.39 1098.12 0.24 617 860 1134 1064300 946 603 98.75 150.75 0 6.83 NA 2 15 1 2 282 289 8 82.536 0.4131 2.9717 0.4176 2.9395 -10.1902 0.0671 -10.2996 0.079 2 2 -0.107 1 0 0 "ml" 20 11 0.109399999999999 0.135095085206223 "1.5" -11 -0.109399999999999 0.704841230349077 "20ml02_4_2_21" 1.20197437992663 1.2004 232 9.64832273848642 -8.5685 "same as primary" -1.2004 1 "after
undershoot" 0.109399999999999
"18684" "20ml02" 31 2 4 27 -1 12 0.5 0.300000598707988 0.78 1111.22 1112.02 1112.54 1112.2 0.18 800 975 1318 1078261 953 582 88 145.5 0 175 NA 2 158 1 2 386 398 13 142.8675 1.0507 -0.3692 1.0529 -0.3745 -13.031 0.8715 -12.6415 0.7298 2 2 -0.4045 0 0 0 "ml" 20 12 0.3895 0.377788554801164 "0.3" -12 0.3895 0.971663671236092 "20ml02_4_2_27" 1.53865604993449 -1.1312 167 13.3397684540905 -11.2631 "opposite to primary" 1.1312 0 "after
overshoot" -0.3895
